"","fips","Slope","Ceiling","Mid","County.x","State","VAM","year"
"209",4025,0.170803499678866,0.609146693207648,1944.1053292258,"YAVAPAI","AZ",245.54,1963
"210",4025,0.170803499678866,0.609146693207648,1944.1053292258,"YAVAPAI","AZ",62.02,1954
"226",5007,0.173758841376114,0.826499945062985,1953.2046334465,"BENTON","AR",782,1963
"227",5007,0.173758841376114,0.826499945062985,1953.2046334465,"BENTON","AR",237,1954
"228",5007,0.173758841376114,0.826499945062985,1953.2046334465,"BENTON","AR",456,1958
"229",5007,0.173758841376114,0.826499945062985,1953.2046334465,"BENTON","AR",8,1947
"230",5007,0.173758841376114,0.826499945062985,1953.2046334465,"BENTON","AR",17,1929
"241",5015,0.191520295429897,0.877564620635601,1958.05282347539,"CARROLL","AR",443,1963
"243",5015,0.191520295429897,0.877564620635601,1958.05282347539,"CARROLL","AR",20,1929
"245",5015,0.191520295429897,0.877564620635601,1958.05282347539,"CARROLL","AR",6,1947
"246",5017,0.192590502484026,0.956397151022995,1955.94778846507,"CHICOT","AR",20,1929
"247",5017,0.192590502484026,0.956397151022995,1955.94778846507,"CHICOT","AR",37,1954
"248",5017,0.192590502484026,0.956397151022995,1955.94778846507,"CHICOT","AR",59,1958
"249",5017,0.192590502484026,0.956397151022995,1955.94778846507,"CHICOT","AR",12,1947
"250",5017,0.192590502484026,0.956397151022995,1955.94778846507,"CHICOT","AR",166,1963
"256",5021,0.281767981622644,0.935723683084559,1949.34640347042,"CLAY","AR",98,1958
"257",5021,0.281767981622644,0.935723683084559,1949.34640347042,"CLAY","AR",163,1963
"258",5021,0.281767981622644,0.935723683084559,1949.34640347042,"CLAY","AR",56,1954
"259",5021,0.281767981622644,0.935723683084559,1949.34640347042,"CLAY","AR",9,1929
"260",5021,0.281767981622644,0.935723683084559,1949.34640347042,"CLAY","AR",6,1947
"261",5023,0.163324271735633,0.903100299366007,1959.7537932204,"CLEBURNE","AR",40,1958
"262",5023,0.163324271735633,0.903100299366007,1959.7537932204,"CLEBURNE","AR",17,1929
"263",5023,0.163324271735633,0.903100299366007,1959.7537932204,"CLEBURNE","AR",40,1954
"264",5023,0.163324271735633,0.903100299366007,1959.7537932204,"CLEBURNE","AR",128,1963
"271",5031,0.281341819626414,0.925473307151361,1948.62872374259,"CRAIGHEAD","AR",166,1954
"272",5031,0.281341819626414,0.925473307151361,1948.62872374259,"CRAIGHEAD","AR",27,1947
"273",5031,0.281341819626414,0.925473307151361,1948.62872374259,"CRAIGHEAD","AR",29,1929
"274",5031,0.281341819626414,0.925473307151361,1948.62872374259,"CRAIGHEAD","AR",556,1963
"275",5031,0.281341819626414,0.925473307151361,1948.62872374259,"CRAIGHEAD","AR",379,1958
"276",5037,0.235366880880957,0.92288777058128,1953.20751784165,"CROSS","AR",136,1963
"277",5037,0.235366880880957,0.92288777058128,1953.20751784165,"CROSS","AR",14,1929
"278",5037,0.235366880880957,0.92288777058128,1953.20751784165,"CROSS","AR",26,1954
"279",5037,0.235366880880957,0.92288777058128,1953.20751784165,"CROSS","AR",4,1947
"280",5037,0.235366880880957,0.92288777058128,1953.20751784165,"CROSS","AR",60,1958
"311",5055,0.280144299881351,0.901995065552209,1948.79352709632,"GREENE","AR",22,1947
"312",5055,0.280144299881351,0.901995065552209,1948.79352709632,"GREENE","AR",34,1929
"313",5055,0.280144299881351,0.901995065552209,1948.79352709632,"GREENE","AR",105,1954
"314",5055,0.280144299881351,0.901995065552209,1948.79352709632,"GREENE","AR",465,1963
"315",5055,0.280144299881351,0.901995065552209,1948.79352709632,"GREENE","AR",317,1958
"321",5067,0.223853710787578,0.943875740318322,1949.36448979514,"JACKSON","AR",14,1947
"322",5067,0.223853710787578,0.943875740318322,1949.36448979514,"JACKSON","AR",14,1929
"323",5067,0.223853710787578,0.943875740318322,1949.36448979514,"JACKSON","AR",356,1963
"324",5067,0.223853710787578,0.943875740318322,1949.36448979514,"JACKSON","AR",212,1954
"325",5067,0.223853710787578,0.943875740318322,1949.36448979514,"JACKSON","AR",268,1958
"331",5075,0.196551559780752,0.900879786997362,1950.17169284388,"LAWRENCE","AR",56,1954
"332",5075,0.196551559780752,0.900879786997362,1950.17169284388,"LAWRENCE","AR",152,1963
"333",5075,0.196551559780752,0.900879786997362,1950.17169284388,"LAWRENCE","AR",116,1958
"334",5075,0.196551559780752,0.900879786997362,1950.17169284388,"LAWRENCE","AR",12,1929
"397",5111,0.167304208532458,0.961581486064851,1952.76662530597,"POINSETT","AR",91,1954
"398",5111,0.167304208532458,0.961581486064851,1952.76662530597,"POINSETT","AR",97,1929
"399",5111,0.167304208532458,0.961581486064851,1952.76662530597,"POINSETT","AR",26,1947
"400",5111,0.167304208532458,0.961581486064851,1952.76662530597,"POINSETT","AR",314,1963
"416",5121,0.196285234252491,0.892730916688379,1951.92620670153,"RANDOLPH","AR",12,1929
"418",5121,0.196285234252491,0.892730916688379,1951.92620670153,"RANDOLPH","AR",229,1958
"419",5121,0.196285234252491,0.892730916688379,1951.92620670153,"RANDOLPH","AR",394,1963
"420",5121,0.196285234252491,0.892730916688379,1951.92620670153,"RANDOLPH","AR",144,1954
"436",5143,0.18022190335434,0.82132673694288,1954.60744731895,"WASHINGTON","AR",34,1929
"437",5143,0.18022190335434,0.82132673694288,1954.60744731895,"WASHINGTON","AR",283,1958
"438",5143,0.18022190335434,0.82132673694288,1954.60744731895,"WASHINGTON","AR",182,1954
"439",5143,0.18022190335434,0.82132673694288,1954.60744731895,"WASHINGTON","AR",739,1963
"440",5143,0.18022190335434,0.82132673694288,1954.60744731895,"WASHINGTON","AR",19,1947
"441",5145,0.157489629559212,0.990202182416503,1955.130115347,"WHITE","AR",471,1963
"442",5145,0.157489629559212,0.990202182416503,1955.130115347,"WHITE","AR",148,1954
"443",5145,0.157489629559212,0.990202182416503,1955.130115347,"WHITE","AR",172,1958
"444",5145,0.157489629559212,0.990202182416503,1955.130115347,"WHITE","AR",13,1929
"445",5145,0.157489629559212,0.990202182416503,1955.130115347,"WHITE","AR",8,1947
"446",5147,0.147221611796966,0.963292697352062,1954.23351627932,"WOODRUFF","AR",168,1963
"448",5147,0.147221611796966,0.963292697352062,1954.23351627932,"WOODRUFF","AR",15,1929
"449",5147,0.147221611796966,0.963292697352062,1954.23351627932,"WOODRUFF","AR",34,1954
"451",5149,0.154271538332452,0.912038884678435,1958.11870059377,"YELL","AR",153,1963
"452",5149,0.154271538332452,0.912038884678435,1958.11870059377,"YELL","AR",3,1929
"453",5149,0.154271538332452,0.912038884678435,1958.11870059377,"YELL","AR",268,1958
"454",5149,0.154271538332452,0.912038884678435,1958.11870059377,"YELL","AR",15,1947
"455",5149,0.154271538332452,0.912038884678435,1958.11870059377,"YELL","AR",142,1954
"461",6005,0.107608342302354,0.641504161509399,1945.75901672706,"AMADOR","CA",453,1954
"462",6005,0.107608342302354,0.641504161509399,1945.75901672706,"AMADOR","CA",690,1958
"463",6005,0.107608342302354,0.641504161509399,1945.75901672706,"AMADOR","CA",491,1947
"464",6005,0.107608342302354,0.641504161509399,1945.75901672706,"AMADOR","CA",682,1963
"465",6005,0.107608342302354,0.641504161509399,1945.75901672706,"AMADOR","CA",29,1929
"473",6009,0.141457096320714,0.627512939370013,1945.97294072859,"CALAVERAS","CA",737,1947
"481",6015,0.0592563511717774,0.995500908836818,1950.37430812522,"DEL NORTE","CA",224,1947
"483",6015,0.0592563511717774,0.995500908836818,1950.37430812522,"DEL NORTE","CA",94,1929
"486",6017,0.112791375462563,0.740252955345592,1947.47803159466,"EL DORADO","CA",368,1958
"487",6017,0.112791375462563,0.740252955345592,1947.47803159466,"EL DORADO","CA",215,1929
"488",6017,0.112791375462563,0.740252955345592,1947.47803159466,"EL DORADO","CA",524,1947
"489",6017,0.112791375462563,0.740252955345592,1947.47803159466,"EL DORADO","CA",309,1963
"490",6017,0.112791375462563,0.740252955345592,1947.47803159466,"EL DORADO","CA",572,1954
"496",6023,0.125921294370707,0.767896751556301,1941.37401469898,"HUMBOLDT","CA",945,1958
"499",6023,0.125921294370707,0.767896751556301,1941.37401469898,"HUMBOLDT","CA",525,1947
"500",6023,0.125921294370707,0.767896751556301,1941.37401469898,"HUMBOLDT","CA",327,1929
"506",6027,0.0904269598780624,0.966213415219017,1954.69234203262,"INYO","CA",127,1958
"507",6027,0.0904269598780624,0.966213415219017,1954.69234203262,"INYO","CA",141,1947
"508",6027,0.0904269598780624,0.966213415219017,1954.69234203262,"INYO","CA",154,1963
"509",6027,0.0904269598780624,0.966213415219017,1954.69234203262,"INYO","CA",50,1954
"510",6027,0.0904269598780624,0.966213415219017,1954.69234203262,"INYO","CA",158,1929
"511",6031,0.111370295745506,0.985341345239177,1942.31810394883,"KINGS","CA",82,1929
"512",6031,0.111370295745506,0.985341345239177,1942.31810394883,"KINGS","CA",167,1954
"513",6031,0.111370295745506,0.985341345239177,1942.31810394883,"KINGS","CA",266,1958
"514",6031,0.111370295745506,0.985341345239177,1942.31810394883,"KINGS","CA",135,1947
"515",6031,0.111370295745506,0.985341345239177,1942.31810394883,"KINGS","CA",336,1963
"521",6035,0.12800356132744,0.961056221135346,1943.8292936899,"LASSEN","CA",631,1954
"522",6035,0.12800356132744,0.961056221135346,1943.8292936899,"LASSEN","CA",460,1963
"523",6035,0.12800356132744,0.961056221135346,1943.8292936899,"LASSEN","CA",761,1947
"524",6035,0.12800356132744,0.961056221135346,1943.8292936899,"LASSEN","CA",458,1958
"525",6035,0.12800356132744,0.961056221135346,1943.8292936899,"LASSEN","CA",710,1929
"531",6043,0.452627233801495,0.551160567574505,1942.37014232326,"MARIPOSA","CA",15,1963
"532",6043,0.452627233801495,0.551160567574505,1942.37014232326,"MARIPOSA","CA",39,1958
"534",6043,0.452627233801495,0.551160567574505,1942.37014232326,"MARIPOSA","CA",86,1947
"535",6043,0.452627233801495,0.551160567574505,1942.37014232326,"MARIPOSA","CA",49,1954
"536",6045,0.0717040260458061,0.812401563624946,1946.9770926309,"MENDOCINO","CA",177,1929
"537",6045,0.0717040260458061,0.812401563624946,1946.9770926309,"MENDOCINO","CA",833,1958
"538",6045,0.0717040260458061,0.812401563624946,1946.9770926309,"MENDOCINO","CA",862,1963
"540",6045,0.0717040260458061,0.812401563624946,1946.9770926309,"MENDOCINO","CA",328,1947
"541",6047,0.102341775547429,0.951259945593618,1943.18858947514,"MERCED","CA",87,1929
"542",6047,0.102341775547429,0.951259945593618,1943.18858947514,"MERCED","CA",196,1958
"543",6047,0.102341775547429,0.951259945593618,1943.18858947514,"MERCED","CA",233,1954
"544",6047,0.102341775547429,0.951259945593618,1943.18858947514,"MERCED","CA",97,1947
"545",6047,0.102341775547429,0.951259945593618,1943.18858947514,"MERCED","CA",263,1963
"546",6049,0.144783851523667,0.977085232420068,1942.32187127793,"MODOC","CA",96,1929
"547",6049,0.144783851523667,0.977085232420068,1942.32187127793,"MODOC","CA",246,1954
"548",6049,0.144783851523667,0.977085232420068,1942.32187127793,"MODOC","CA",461,1963
"549",6049,0.144783851523667,0.977085232420068,1942.32187127793,"MODOC","CA",288,1958
"550",6049,0.144783851523667,0.977085232420068,1942.32187127793,"MODOC","CA",558,1947
"552",6051,0.376053026333085,0.860866935187648,1944.41428145684,"MONO","CA",61,1963
"566",6057,0.17803408854384,0.62665939312831,1947.1909124318,"NEVADA","CA",104,1929
"567",6057,0.17803408854384,0.62665939312831,1947.1909124318,"NEVADA","CA",151,1947
"568",6057,0.17803408854384,0.62665939312831,1947.1909124318,"NEVADA","CA",204,1954
"569",6057,0.17803408854384,0.62665939312831,1947.1909124318,"NEVADA","CA",217,1958
"570",6057,0.17803408854384,0.62665939312831,1947.1909124318,"NEVADA","CA",329,1963
"571",6061,0.111352330519088,0.815895704728496,1943.74291248386,"PLACER","CA",217,1958
"572",6061,0.111352330519088,0.815895704728496,1943.74291248386,"PLACER","CA",141,1947
"573",6061,0.111352330519088,0.815895704728496,1943.74291248386,"PLACER","CA",155,1929
"574",6061,0.111352330519088,0.815895704728496,1943.74291248386,"PLACER","CA",278,1963
"575",6061,0.111352330519088,0.815895704728496,1943.74291248386,"PLACER","CA",238,1954
"576",6063,0.161675990413677,0.840888901617453,1942.05964282879,"PLUMAS","CA",377,1929
"578",6063,0.161675990413677,0.840888901617453,1942.05964282879,"PLUMAS","CA",984,1947
"580",6063,0.161675990413677,0.840888901617453,1942.05964282879,"PLUMAS","CA",954,1954
"591",6087,0.100170521943089,0.777433938678334,1945.27065137756,"SANTA CRUZ","CA",744,1963
"592",6087,0.100170521943089,0.777433938678334,1945.27065137756,"SANTA CRUZ","CA",130,1947
"593",6087,0.100170521943089,0.777433938678334,1945.27065137756,"SANTA CRUZ","CA",365,1958
"594",6087,0.100170521943089,0.777433938678334,1945.27065137756,"SANTA CRUZ","CA",129,1929
"595",6087,0.100170521943089,0.777433938678334,1945.27065137756,"SANTA CRUZ","CA",285,1954
"596",6089,0.156841478635348,0.759644405691517,1945.01235166919,"SHASTA","CA",701,1954
"597",6089,0.156841478635348,0.759644405691517,1945.01235166919,"SHASTA","CA",589,1963
"598",6089,0.156841478635348,0.759644405691517,1945.01235166919,"SHASTA","CA",438,1958
"599",6089,0.156841478635348,0.759644405691517,1945.01235166919,"SHASTA","CA",41,1929
"600",6089,0.156841478635348,0.759644405691517,1945.01235166919,"SHASTA","CA",243,1947
"606",6093,0.140429336301919,0.936818583478375,1942.7743494596,"SISKIYOU","CA",687,1947
"607",6093,0.140429336301919,0.936818583478375,1942.7743494596,"SISKIYOU","CA",982,1963
"608",6093,0.140429336301919,0.936818583478375,1942.7743494596,"SISKIYOU","CA",836,1954
"609",6093,0.140429336301919,0.936818583478375,1942.7743494596,"SISKIYOU","CA",560,1958
"610",6093,0.140429336301919,0.936818583478375,1942.7743494596,"SISKIYOU","CA",393,1929
"611",6097,0.064513808101533,0.830823770406245,1947.27545350319,"SONOMA","CA",331,1958
"612",6097,0.064513808101533,0.830823770406245,1947.27545350319,"SONOMA","CA",358,1963
"613",6097,0.064513808101533,0.830823770406245,1947.27545350319,"SONOMA","CA",185,1947
"614",6097,0.064513808101533,0.830823770406245,1947.27545350319,"SONOMA","CA",55,1929
"615",6097,0.064513808101533,0.830823770406245,1947.27545350319,"SONOMA","CA",341,1954
"616",6099,0.10384223749799,0.889230039847147,1943.96851032251,"STANISLAUS","CA",497,1954
"617",6099,0.10384223749799,0.889230039847147,1943.96851032251,"STANISLAUS","CA",118,1929
"618",6099,0.10384223749799,0.889230039847147,1943.96851032251,"STANISLAUS","CA",823,1963
"619",6099,0.10384223749799,0.889230039847147,1943.96851032251,"STANISLAUS","CA",249,1947
"620",6099,0.10384223749799,0.889230039847147,1943.96851032251,"STANISLAUS","CA",526,1958
"621",6103,0.0683516302261255,0.942196837917043,1947.49750355751,"TEHAMA","CA",430,1954
"622",6103,0.0683516302261255,0.942196837917043,1947.49750355751,"TEHAMA","CA",939,1963
"623",6103,0.0683516302261255,0.942196837917043,1947.49750355751,"TEHAMA","CA",44,1929
"624",6103,0.0683516302261255,0.942196837917043,1947.49750355751,"TEHAMA","CA",632,1958
"625",6103,0.0683516302261255,0.942196837917043,1947.49750355751,"TEHAMA","CA",192,1947
"626",6105,0.34381751515692,0.533801737739883,1945.09403671745,"TRINITY","CA",434,1947
"628",6105,0.34381751515692,0.533801737739883,1945.09403671745,"TRINITY","CA",740,1963
"629",6105,0.34381751515692,0.533801737739883,1945.09403671745,"TRINITY","CA",716,1958
"630",6105,0.34381751515692,0.533801737739883,1945.09403671745,"TRINITY","CA",9,1929
"641",8003,0.119522688606769,0.977356699540146,1942.43557825219,"ALAMOSA","CO",82,1929
"642",8003,0.119522688606769,0.977356699540146,1942.43557825219,"ALAMOSA","CO",61,1947
"643",8003,0.119522688606769,0.977356699540146,1942.43557825219,"ALAMOSA","CO",146,1963
"644",8003,0.119522688606769,0.977356699540146,1942.43557825219,"ALAMOSA","CO",52,1954
"645",8003,0.119522688606769,0.977356699540146,1942.43557825219,"ALAMOSA","CO",159,1958
"646",8007,0.224241462524669,0.856367135829994,1947.3372535242,"ARCHULETA","CO",38,1929
"647",8007,0.224241462524669,0.856367135829994,1947.3372535242,"ARCHULETA","CO",153,1954
"648",8007,0.224241462524669,0.856367135829994,1947.3372535242,"ARCHULETA","CO",96,1947
"650",8007,0.224241462524669,0.856367135829994,1947.3372535242,"ARCHULETA","CO",353,1958
"657",8011,0.158869256138291,0.930273787323556,1942.11732066583,"BENT","CO",43,1958
"658",8011,0.158869256138291,0.930273787323556,1942.11732066583,"BENT","CO",66,1954
"659",8011,0.158869256138291,0.930273787323556,1942.11732066583,"BENT","CO",29,1963
"660",8011,0.158869256138291,0.930273787323556,1942.11732066583,"BENT","CO",18,1929
"661",8015,0.12975446180314,0.911560157821543,1945.05476694078,"CHAFFEE","CO",62,1958
"662",8015,0.12975446180314,0.911560157821543,1945.05476694078,"CHAFFEE","CO",42,1963
"663",8015,0.12975446180314,0.911560157821543,1945.05476694078,"CHAFFEE","CO",65,1954
"664",8015,0.12975446180314,0.911560157821543,1945.05476694078,"CHAFFEE","CO",96,1929
"671",8021,0.136116504708764,0.927885243952789,1946.43945712861,"CONEJOS","CO",14,1954
"672",8021,0.136116504708764,0.927885243952789,1946.43945712861,"CONEJOS","CO",4,1947
"674",8021,0.136116504708764,0.927885243952789,1946.43945712861,"CONEJOS","CO",37,1963
"675",8021,0.136116504708764,0.927885243952789,1946.43945712861,"CONEJOS","CO",79,1958
"690",8027,0.149311614864966,0.850099123715529,1945.49771004314,"CUSTER","CO",55,1954
"691",8029,0.197551024616483,0.925958511031223,1947.08558524489,"DELTA","CO",97,1947
"692",8029,0.197551024616483,0.925958511031223,1947.08558524489,"DELTA","CO",37,1929
"693",8029,0.197551024616483,0.925958511031223,1947.08558524489,"DELTA","CO",84,1954
"694",8029,0.197551024616483,0.925958511031223,1947.08558524489,"DELTA","CO",113,1958
"695",8029,0.197551024616483,0.925958511031223,1947.08558524489,"DELTA","CO",249,1963
"706",8037,0.130037441595985,0.991436696253769,1948.26410762587,"EAGLE","CO",6,1929
"707",8037,0.130037441595985,0.991436696253769,1948.26410762587,"EAGLE","CO",97,1954
"708",8037,0.130037441595985,0.991436696253769,1948.26410762587,"EAGLE","CO",89,1963
"709",8037,0.130037441595985,0.991436696253769,1948.26410762587,"EAGLE","CO",31,1947
"710",8037,0.130037441595985,0.991436696253769,1948.26410762587,"EAGLE","CO",95,1958
"716",8043,0.148446006336877,0.753902792165281,1949.22223230934,"FREMONT","CO",132,1947
"717",8043,0.148446006336877,0.753902792165281,1949.22223230934,"FREMONT","CO",112,1929
"718",8043,0.148446006336877,0.753902792165281,1949.22223230934,"FREMONT","CO",454,1963
"719",8043,0.148446006336877,0.753902792165281,1949.22223230934,"FREMONT","CO",378,1954
"720",8043,0.148446006336877,0.753902792165281,1949.22223230934,"FREMONT","CO",534,1958
"721",8045,0.197039457452619,0.887707904656746,1947.23664242458,"GARFIELD","CO",34,1963
"722",8045,0.197039457452619,0.887707904656746,1947.23664242458,"GARFIELD","CO",25,1954
"723",8045,0.197039457452619,0.887707904656746,1947.23664242458,"GARFIELD","CO",22,1958
"724",8045,0.197039457452619,0.887707904656746,1947.23664242458,"GARFIELD","CO",14,1929
"725",8045,0.197039457452619,0.887707904656746,1947.23664242458,"GARFIELD","CO",23,1947
"731",8049,0.258610470948369,0.952202875951596,1944.21712364836,"GRAND","CO",128,1947
"732",8049,0.258610470948369,0.952202875951596,1944.21712364836,"GRAND","CO",270,1963
"734",8049,0.258610470948369,0.952202875951596,1944.21712364836,"GRAND","CO",314,1958
"735",8049,0.258610470948369,0.952202875951596,1944.21712364836,"GRAND","CO",218,1954
"736",8051,0.471281363320216,0.857876853529996,1944.0085347894,"GUNNISON","CO",28,1947
"737",8051,0.471281363320216,0.857876853529996,1944.0085347894,"GUNNISON","CO",30,1929
"738",8051,0.471281363320216,0.857876853529996,1944.0085347894,"GUNNISON","CO",96,1963
"739",8051,0.471281363320216,0.857876853529996,1944.0085347894,"GUNNISON","CO",35,1958
"740",8051,0.471281363320216,0.857876853529996,1944.0085347894,"GUNNISON","CO",38,1954
"746",8055,0.15051828076281,0.87175150015048,1948.52601271161,"HUERFANO","CO",31,1954
"747",8055,0.15051828076281,0.87175150015048,1948.52601271161,"HUERFANO","CO",23,1958
"748",8055,0.15051828076281,0.87175150015048,1948.52601271161,"HUERFANO","CO",31,1963
"749",8055,0.15051828076281,0.87175150015048,1948.52601271161,"HUERFANO","CO",6,1929
"750",8055,0.15051828076281,0.87175150015048,1948.52601271161,"HUERFANO","CO",15,1947
"771",8067,0.207986297914808,0.918184710721539,1946.10539674951,"LA PLATA","CO",66,1929
"772",8067,0.207986297914808,0.918184710721539,1946.10539674951,"LA PLATA","CO",127,1958
"773",8067,0.207986297914808,0.918184710721539,1946.10539674951,"LA PLATA","CO",113,1954
"774",8067,0.207986297914808,0.918184710721539,1946.10539674951,"LA PLATA","CO",75,1947
"775",8067,0.207986297914808,0.918184710721539,1946.10539674951,"LA PLATA","CO",113,1963
